node_id	type	name	identifier
2479	substrate	p-nitrophenyl hexanoate	p-nitrophenyl hexanoate
2480	substrate	p-nitrophenyl octanoate	p-nitrophenyl octanoate
2481	substrate	p-nitrophenyl decanoate	p-nitrophenyl decanoate
2482	substrate	p-nitrophenyl laurate	p-nitrophenyl laurate
2483	substrate	p-nitrophenyl myristate	p-nitrophenyl myristate
2484	substrate	p-nitrophenyl palmitate	p-nitrophenyl palmitate
2485	substrate	p-nitrophenyl stearate	p-nitrophenyl stearate
2486	microbiome	Eubacterium limosum	Eubacterium limosum
2487	enzyme	formyltetrahydrofolate synthetase	formyltetrahydrofolate synthetase
2488	microbiome	Acetitomaculum ruminis	Acetitomaculum ruminis
2489	enzyme	acetyl-CoA synthase	acetyl-CoA synthase
2490	substrate	hydrogen	hydrogen
2491	substrate	carbon dioxide	carbon dioxide
2492	microbiome	Bacillus sp.	Bacillus sp.
2493	substrate	potato starch	potato starch
2494	substrate	cassava starch	cassava starch
2495	enzyme	ICL	ICL
2496	enzyme	MDH	MDH
2497	enzyme	PCK	PCK
2498	enzyme	ME	ME
2499	substrate	cardiolipin	cardiolipin
2500	enzyme	Act	Act
2501	enzyme	Acl2	Acl2
2502	enzyme	YciA	YciA
2503	substrate	β-alanine	β-alanine
2504	substrate	BA-CoA	BA-CoA
2505	microbiome	Komagataella phaffii	Komagataella phaffii
2506	enzyme	human lysozyme	human lysozyme
2507	enzyme	anti-idiotypic antibody fragment	anti-idiotypic antibody fragment
2508	microbiome	Candida lusitaniae	Candida lusitaniae
2509	enzyme	Fab0	Fab0
2510	enzyme	poly(Phe)-synthesizing enzyme	poly(Phe)-synthesizing enzyme
2511	substrate	FOS	FOS
2512	enzyme	RifA	RifA
2513	enzyme	AHBA	AHBA
2514	enzyme	N-acetyl P8͞1-OG	N-acetyl P8͞1-OG
2515	substrate	2,6-dimethyl-3,5,7-trihydroxy-7-(3-amino-5-hydroxyphenyl)-2,4-heptadienoic acid	2,6-dimethyl-3,5,7-trihydroxy-7-(3-amino-5-hydroxyphenyl)-2,4-heptadienoic acid
2516	substrate	N-acetyl P8͞1-OG	N-acetyl P8͞1-OG
2517	enzyme	papain	papain
2518	enzyme	⊎-glucanase	⊎-glucanase
2519	enzyme	fermentation enzymes	fermentation enzymes
2520	enzyme	erythritol	erythritol
2521	microbiome	Staphylococcus gallinarum	Staphylococcus gallinarum
2522	enzyme	pregallidermin	pregallidermin
2523	enzyme	gallidermin	gallidermin
2524	enzyme	tyramine	tyramine
2525	microbiome	E. coli LY180	E. coli LY180
2526	substrate	hemicellulose sugars	hemicellulose sugars
2527	enzyme	acetaldehyde	acetaldehyde
2528	microbiome	Azotobacter vinelandii	Azotobacter vinelandii
2529	enzyme	IGF-1	IGF-1
2530	enzyme	lactose hydrolase	lactose hydrolase
2531	substrate	p-nitrophenol ß-D-glucopyranoside	p-nitrophenol ß-D-glucopyranoside
2532	microbiome	Yersinia enterocolitica	Yersinia enterocolitica
2533	enzyme	mannitol fermentation enzyme	mannitol fermentation enzyme
2534	microbiome	Cupriavidus necator	Cupriavidus necator
2535	enzyme	WS hydrolysis enzymes	WS hydrolysis enzymes
2536	enzyme	acetohydroxyacid synthase II	acetohydroxyacid synthase II
2537	substrate	dihydroxyacetone phosphate	dihydroxyacetone phosphate
2538	enzyme	NanS-p2-His	NanS-p2-His
2539	enzyme	NanS-p4-His	NanS-p4-His
2540	substrate	Neu5,9Ac2	Neu5,9Ac2
2541	substrate	pentagalloylglucose	pentagalloylglucose
2542	substrate	amylopectin	amylopectin
2543	microbiome	Neurospora crassa	Neurospora crassa
2544	enzyme	L-arabinose reductase	L-arabinose reductase
2545	enzyme	L-ribulokinase	L-ribulokinase
2546	enzyme	L-ribulose-5-P 4-epimerase	L-ribulose-5-P 4-epimerase
2547	substrate	3-hydroxyvalerate	3-hydroxyvalerate
2548	enzyme	α-farnesene synthase	α-farnesene synthase
2549	enzyme	HMG1	HMG1
2550	microbiome	Serratia plymuthica	Serratia plymuthica
2551	enzyme	nuclease	nuclease
2552	microbiome	Serratia sp.	Serratia sp.
2553	enzyme	pectate lyase	pectate lyase
2554	microbiome	Blakeslea trispora	Blakeslea trispora
2555	enzyme	PDC	PDC
2556	enzyme	ADH II	ADH II
2557	microbiome	Staphylococcus	Staphylococcus
2558	enzyme	MetA	MetA
2559	enzyme	MetK	MetK
2560	substrate	S-adenosyl methionine	S-adenosyl methionine
2561	enzyme	L-ketothiolase	L-ketothiolase
2562	enzyme	3-hydroxyacyl-ACP CoA transacylase	3-hydroxyacyl-ACP CoA transacylase
2563	substrate	3-hydroxyalkanoic acid	3-hydroxyalkanoic acid
2564	enzyme	extracellular lipase	extracellular lipase
2565	enzyme	NO dioxygenase	NO dioxygenase
2566	enzyme	flavohemoglobin	flavohemoglobin
2567	substrate	NO	NO
2568	enzyme	Mep2	Mep2
2569	enzyme	Fet3	Fet3
2570	enzyme	Ftr1	Ftr1
2571	enzyme	Fre1	Fre1
2572	enzyme	Ctr1	Ctr1
2573	enzyme	Mac1	Mac1
2574	substrate	iron	iron
2575	substrate	copper	copper
2576	substrate	ferrioxamine B	ferrioxamine B
2577	enzyme	β-glucans	β-glucans
2578	substrate	aflatoxin B1	aflatoxin B1
2579	enzyme	4-a-D-glucan glucohydrolase	4-a-D-glucan glucohydrolase
2580	enzyme	glutathione synthetase	glutathione synthetase
2581	enzyme	γ-glutamylcysteine ligase	γ-glutamylcysteine ligase
2582	substrate	γ-glutamylcysteine	γ-glutamylcysteine
2583	enzyme	dihydrolipoamide dehydrogenase	dihydrolipoamide dehydrogenase
2584	substrate	dihydrolipoamide	dihydrolipoamide
2585	microbiome	Trichoderma orientalis	Trichoderma orientalis
2586	substrate	crude protein	crude protein
2587	enzyme	DHAD	DHAD
2588	substrate	2,3-dihydroxy-isovalerate	2,3-dihydroxy-isovalerate
2589	enzyme	proline oxidase	proline oxidase
2590	enzyme	γ-glutamyl kinase	γ-glutamyl kinase
2591	enzyme	amylomaltase	amylomaltase
2592	substrate	pea starch	pea starch
2593	substrate	kerosene	kerosene
2594	substrate	xylene	xylene
2595	substrate	coconut oil	coconut oil
2596	substrate	sunflower oil	sunflower oil
2597	substrate	hexane	hexane
2598	substrate	heptane	heptane
2599	microbiome	S. cerevisiae DQ1	S. cerevisiae DQ1
2600	enzyme	2 ketoglutarate decarboxylase	2 ketoglutarate decarboxylase
2601	enzyme	dehydrogenase of hydroxy carboxylic acids	dehydrogenase of hydroxy carboxylic acids
2602	substrate	2 ketoglutarate	2 ketoglutarate
2603	substrate	succinate semialdehyde	succinate semialdehyde
2604	microbiome	Lactobacillus manihotiÕorans	Lactobacillus manihotiÕorans
2605	microbiome	Escherichia sp. 12	Escherichia sp. 12
2606	enzyme	deglycosylation enzyme	deglycosylation enzyme
2607	enzyme	acetylation enzyme	acetylation enzyme
2608	microbiome	Escherichia sp. 4	Escherichia sp. 4
2609	microbiome	Enterococcus sp. 30	Enterococcus sp. 30
2610	microbiome	Bacillus sp. 46	Bacillus sp. 46
2611	substrate	isorhamnetin 3-O-glucoside	isorhamnetin 3-O-glucoside
2612	microbiome	Acetobactor	Acetobactor
2613	substrate	cassava pulp	cassava pulp
2614	enzyme	esterified glucomannan	esterified glucomannan
2615	enzyme	OPLlTE	OPLlTE
2616	enzyme	OPEfTE	OPEfTE
2617	enzyme	OPBcTE	OPBcTE
2618	substrate	short-chain fatty acids	short-chain fatty acids
2619	substrate	unsaturated fatty acids	unsaturated fatty acids
2620	substrate	C13-norisoprenoids	C13-norisoprenoids
2621	microbiome	Pichia guilliermondii	Pichia guilliermondii
2622	enzyme	BLA.NH1	BLA.NH1
2623	enzyme	His6-BLA.NH1	His6-BLA.NH1
2624	substrate	phytate	phytate
2625	enzyme	KdcA	KdcA
2626	enzyme	KivD	KivD
2627	substrate	α-ketoisovalerate	α-ketoisovalerate
2628	microbiome	Pseudomonas hibiscicola	Pseudomonas hibiscicola
2629	enzyme	tyrosine phenol lyase	tyrosine phenol lyase
2630	enzyme	TmrA	TmrA
2631	enzyme	HchA	HchA
2632	enzyme	CfrA	CfrA
2633	enzyme	DcrA	DcrA
2634	substrate	chloroform	chloroform
2635	substrate	1,1,2-trichloroethane	1,1,2-trichloroethane
2636	substrate	g-hexachlorocyclohexane	g-hexachlorocyclohexane
2637	substrate	1,1-dichloroethane	1,1-dichloroethane
2638	microbiome	Halomonas sp. SK1	Halomonas sp. SK1
2639	enzyme	oHktA	oHktA
2640	microbiome	Thermus thermophilus	Thermus thermophilus
2641	enzyme	cHktA	cHktA
2642	substrate	dithionite	dithionite
2643	substrate	3-amino-1,2,4-triazole	3-amino-1,2,4-triazole
2644	substrate	NaN3	NaN3
2645	substrate	NH2OH	NH2OH
2646	substrate	KCN	KCN
2647	enzyme	GFP	GFP
2648	microbiome	Staphylococcus xylosus	Staphylococcus xylosus
2649	microbiome	Wangia sp. C52	Wangia sp. C52
2650	enzyme	cold-adapted amylase	cold-adapted amylase
2651	enzyme	D-hydantoinase	D-hydantoinase
2652	substrate	DL-HPH	DL-HPH
2653	enzyme	glycerol-3-phosphatase	glycerol-3-phosphatase
2654	microbiome	Cytospora sp. Ehrenb. W.F.P.L. 13A	Cytospora sp. Ehrenb. W.F.P.L. 13A
2655	enzyme	grahamimycin A	grahamimycin A
2656	substrate	inositol	inositol
2657	enzyme	tryptophan	tryptophan
2658	substrate	raw starch	raw starch
2659	enzyme	BaPul13A	BaPul13A
2660	substrate	ethyl caprylate	ethyl caprylate
2661	enzyme	β-cyclodextrin glycosyltransferase	β-cyclodextrin glycosyltransferase
2662	enzyme	α-CGTase	α-CGTase
2663	enzyme	NADPH-dependent aldehyde reductase	NADPH-dependent aldehyde reductase
2664	enzyme	galactose-1-phosphate uridylyltransferase	galactose-1-phosphate uridylyltransferase
2665	enzyme	UDP-glucose 4-epimerase	UDP-glucose 4-epimerase
2666	substrate	α-d-galactose	α-d-galactose
2667	substrate	galactose 1-phosphate	galactose 1-phosphate
2668	enzyme	NADH dehydrogenase II	NADH dehydrogenase II
2669	enzyme	cytochrome d oxidase	cytochrome d oxidase
2670	enzyme	Ni-Fe hydrogenase 1	Ni-Fe hydrogenase 1
2671	enzyme	Ni-Fe hydrogenase 2	Ni-Fe hydrogenase 2
2672	substrate	oxygen	oxygen
2673	microbiome	Lactobacillus sakei	Lactobacillus sakei
2674	enzyme	adenosine deaminase	adenosine deaminase
2675	substrate	inosine	inosine
2676	enzyme	PI hexokinase	PI hexokinase
2677	enzyme	PII hexokinase	PII hexokinase
2678	substrate	organophosphorus	organophosphorus
2679	substrate	superoxide	superoxide
2680	microbiome	Lactobacillus E14	Lactobacillus E14
2681	microbiome	Saccharomyces cerevisiae MK-157	Saccharomyces cerevisiae MK-157
2682	substrate	2-ketoglutarate	2-ketoglutarate
2683	enzyme	HSP78	HSP78
2684	enzyme	HSP26	HSP26
2685	enzyme	HSP30	HSP30
2686	enzyme	glyoxalase I	glyoxalase I
2687	enzyme	leadless acyl-CoA thioesterase	leadless acyl-CoA thioesterase
2688	enzyme	fatty acid hydroxylase	fatty acid hydroxylase
2689	substrate	free fatty acids	free fatty acids
2690	microbiome	Streptomyces sp. MF374-C4	Streptomyces sp. MF374-C4
2691	enzyme	amino acid-RNA ligase	amino acid-RNA ligase
2692	microbiome	Erwinia sp. D12	Erwinia sp. D12
2693	enzyme	glycerol 3-phosphatase	glycerol 3-phosphatase
2694	microbiome	Streptomyces chartreusis	Streptomyces chartreusis
2695	enzyme	hydroheptin	hydroheptin
2696	enzyme	chartreusin	chartreusin
2697	enzyme	PgCYP2	PgCYP2
2698	enzyme	PnCYP2	PnCYP2
2699	enzyme	synPgCYP2	synPgCYP2
2700	enzyme	synPnCYP2	synPnCYP2
2701	enzyme	PgUGT71A53	PgUGT71A53
2702	enzyme	PgUGT71A54	PgUGT71A54
2703	enzyme	PgUGT94Q13	PgUGT94Q13
2704	substrate	PPD	PPD
2705	substrate	PPT	PPT
2706	substrate	Rg1	Rg1
2707	enzyme	alkaline endoglucanase	alkaline endoglucanase
2708	enzyme	alkaline cellobiohydrolase	alkaline cellobiohydrolase
2709	microbiome	Streptomyces sp. RA-WS2	Streptomyces sp. RA-WS2
2710	enzyme	setomimycin	setomimycin
2711	substrate	soyabean meal	soyabean meal
2712	microbiome	Scheffersomyces stipitis	Scheffersomyces stipitis
2713	enzyme	trypanocidal metabolites	trypanocidal metabolites
2714	microbiome	Rhodopseudomonas BHU 01	Rhodopseudomonas BHU 01
2715	enzyme	acetylating acetaldehyde dehydrogenase	acetylating acetaldehyde dehydrogenase
2716	substrate	butyryl-CoA	butyryl-CoA
2717	microbiome	P. quadriseptata	P. quadriseptata
2718	enzyme	monocillin I	monocillin I
2719	substrate	monocillin I	monocillin I
2720	enzyme	TCA cycle enzymes	TCA cycle enzymes
2721	enzyme	penicillin acylase	penicillin acylase
2722	substrate	2-nitro-5-[(phenylacetyl)amino]benzoic acid	2-nitro-5-[(phenylacetyl)amino]benzoic acid
2723	substrate	6-aminopenicillanic acid	6-aminopenicillanic acid
2724	enzyme	siroheme NADH-nitrite reductase	siroheme NADH-nitrite reductase
2725	substrate	N-acetyl-glucosamine	N-acetyl-glucosamine
2726	microbiome	Limosilactobacillus fermentum	Limosilactobacillus fermentum
2727	enzyme	ACE	ACE
2728	substrate	angiotensin I	angiotensin I
2729	substrate	bradykinin	bradykinin
2730	substrate	polyphenol	polyphenol
2731	microbiome	Penicillium janthinellum	Penicillium janthinellum
2732	microbiome	T. viride	T. viride
2733	microbiome	G. Lucidum	G. Lucidum
2734	enzyme	chitin deacetylase	chitin deacetylase
2735	substrate	glycol chitin	glycol chitin
2736	substrate	ethylene glycol chitin	ethylene glycol chitin
2737	substrate	H2S	H2S
2738	enzyme	a-farnesene synthase	a-farnesene synthase
2739	enzyme	b-farnesene synthase	b-farnesene synthase
2740	enzyme	santalene synthase	santalene synthase
2741	enzyme	scFvM	scFvM
2742	substrate	scFvM	scFvM
2743	microbiome	Penicillium bilaii	Penicillium bilaii
2744	enzyme	gliotoxin	gliotoxin
2745	microbiome	Bacillus pumilus	Bacillus pumilus
2746	enzyme	α-L-arabinosidase	α-L-arabinosidase
2747	substrate	p-nitrophenyl α-L-arabinofuranoside	p-nitrophenyl α-L-arabinofuranoside
2748	enzyme	VHb	VHb
2749	enzyme	PhaCAB	PhaCAB
2750	substrate	polyhydroxybutyrate	polyhydroxybutyrate
2751	enzyme	benzaldehyde lyase	benzaldehyde lyase
2752	enzyme	EN J1	EN J1
2753	enzyme	EN J3	EN J3
2754	substrate	N-methyl isoleucine	N-methyl isoleucine
2755	microbiome	Trametes versicolor	Trametes versicolor
2756	enzyme	b-cellobiohydrolase	b-cellobiohydrolase
2757	substrate	a-cellulose	a-cellulose
2758	enzyme	YicI	YicI
2759	substrate	xylosyl fluoride	xylosyl fluoride
2760	substrate	isoprimeverose	isoprimeverose
2761	substrate	xyloside	xyloside
2762	enzyme	arabinofuranosidase	arabinofuranosidase
2763	enzyme	13-Xylosidase	13-Xylosidase
2764	microbiome	S. cereVisiae	S. cereVisiae
2765	enzyme	cinnamate carboxy-lyase	cinnamate carboxy-lyase
2766	microbiome	Monascus pilosus	Monascus pilosus
2767	enzyme	cyclooxygenase-2	cyclooxygenase-2
2768	enzyme	inducible nitric oxide synthase	inducible nitric oxide synthase
2769	substrate	prostaglandin E2	prostaglandin E2
2770	substrate	nitric oxide	nitric oxide
2771	enzyme	cortisol	cortisol
2772	enzyme	serum amyloid A	serum amyloid A
2773	substrate	cortisol	cortisol
2774	substrate	serum amyloid A	serum amyloid A
2775	microbiome	Streptomyces rugosporus	Streptomyces rugosporus
2776	enzyme	pyrroindomycin	pyrroindomycin
2777	microbiome	Gluconobacter oxydans	Gluconobacter oxydans
2778	enzyme	Accellerase® 1500	Accellerase® 1500
2779	enzyme	alcohol oxidase	alcohol oxidase
2780	enzyme	DCCD-sensitive ATPase	DCCD-sensitive ATPase
2781	enzyme	UcpA	UcpA
2782	enzyme	GroESL	GroESL
2783	microbiome	Escherichia coli | N16	Escherichia coli | N16
2784	enzyme	peptide antibiotics	peptide antibiotics
2785	enzyme	anti-Botrytis antibiotics	anti-Botrytis antibiotics
2786	substrate	Alternaria brassicicola	Alternaria brassicicola
2787	substrate	Botrytis cinerea	Botrytis cinerea
2788	enzyme	collagen prolyl 4-hydroxylase	collagen prolyl 4-hydroxylase
2789	substrate	collagen	collagen
2790	substrate	cassava powder hydrolysate	cassava powder hydrolysate
2791	enzyme	glutamyl-tRNA reductase	glutamyl-tRNA reductase
2792	enzyme	hydroxymethylbilane synthase	hydroxymethylbilane synthase
2793	enzyme	urogen III synthase	urogen III synthase
2794	enzyme	porphobilinogen synthase	porphobilinogen synthase
2795	enzyme	uroporphyrinogen methyltransferase	uroporphyrinogen methyltransferase
2796	enzyme	heme monooxygenase	heme monooxygenase
2797	substrate	ALA	ALA
2798	substrate	urogen III	urogen III
2799	substrate	heme	heme
2800	microbiome	Streptomyces sp. 17944	Streptomyces sp. 17944
2801	enzyme	TAM hybrid polyketide synthase	TAM hybrid polyketide synthase
2802	enzyme	nonribosomal peptide synthase	nonribosomal peptide synthase
2803	enzyme	TamI P-450 oxygenase	TamI P-450 oxygenase
2804	substrate	tirandamycin B	tirandamycin B
2805	microbiome	Trametes sp. AH28-2	Trametes sp. AH28-2
2806	substrate	guaiacol	guaiacol
2807	microbiome	Carnobacterium piscicola	Carnobacterium piscicola
2808	microbiome	Trichoderma atroviride	Trichoderma atroviride
2809	enzyme	6PP	6PP
2810	enzyme	OmpW-GFP	OmpW-GFP
2811	substrate	GFP	GFP
2812	enzyme	phosphotransferase	phosphotransferase
2813	enzyme	AmpH	AmpH
2814	substrate	tetrapentapeptide	tetrapentapeptide
2815	substrate	tetratetrapeptide	tetratetrapeptide
2816	substrate	nitrocefin	nitrocefin
2817	enzyme	trehalose-6-phosphate synthase	trehalose-6-phosphate synthase
2818	enzyme	neutral trehalase	neutral trehalase
2819	enzyme	nitrogenase	nitrogenase
2820	enzyme	Ydr541cp	Ydr541cp
2821	enzyme	Ygl039wp	Ygl039wp
2822	substrate	butylaldehyde	butylaldehyde
2823	enzyme	phosphoenolpyruvate-dependent glucose-specific phosphotransferase system	phosphoenolpyruvate-dependent glucose-specific phosphotransferase system
2824	enzyme	Viscozyme L	Viscozyme L
2825	enzyme	Hxt1	Hxt1
2826	enzyme	Hxt2	Hxt2
2827	enzyme	Hxt6	Hxt6
2828	enzyme	fructose-6-phosphate phosphoketolase	fructose-6-phosphate phosphoketolase
2829	enzyme	human-like collagen II	human-like collagen II
2830	enzyme	β-D-glucosidase	β-D-glucosidase
2831	enzyme	xylosidase	xylosidase
2832	substrate	p-nitrophenyl-β-D-xylopyranoside	p-nitrophenyl-β-D-xylopyranoside
2833	enzyme	quinoprotein glucose dehydrogenase	quinoprotein glucose dehydrogenase
2834	enzyme	ECGDH1	ECGDH1
2835	enzyme	ECGDH2	ECGDH2
2836	enzyme	PTGDH	PTGDH
2837	enzyme	γ-glutamyltranspeptidase	γ-glutamyltranspeptidase
2838	substrate	γ-Glu-Val-Gly	γ-Glu-Val-Gly
2839	enzyme	secretory acid phosphatases	secretory acid phosphatases
2840	enzyme	Pho5p	Pho5p
2841	substrate	inositol hexaphosphate	inositol hexaphosphate
2842	microbiome	Actinoplanes teichomyceticus	Actinoplanes teichomyceticus
2843	enzyme	teicoplanin	teicoplanin
2844	substrate	teicoplanin	teicoplanin
2845	enzyme	PGA synthetase complex	PGA synthetase complex
2846	enzyme	glutamine-2-oxoglutarate aminotransferase	glutamine-2-oxoglutarate aminotransferase
2847	enzyme	alanine racemase	alanine racemase
2848	enzyme	D-amino acid aminotransferase	D-amino acid aminotransferase
2849	substrate	-ketoglutaric acid	-ketoglutaric acid
2850	substrate	L-alanine	L-alanine
2851	enzyme	ADH	ADH
2852	enzyme	ACS	ACS
2853	substrate	isocitric acid	isocitric acid
2854	enzyme	alkane hydroxylase	alkane hydroxylase
2855	substrate	hydrocarbon	hydrocarbon
2856	microbiome	Pseudonocardia carboxydivorans	Pseudonocardia carboxydivorans
2857	substrate	lignosulfonates	lignosulfonates
2858	enzyme	HPO	HPO
2859	enzyme	AtCPR	AtCPR
2860	substrate	(+)-valencene	(+)-valencene
2861	enzyme	D-galacturonate reductase	D-galacturonate reductase
2862	substrate	D-galacturonic acid	D-galacturonic acid
2863	enzyme	EIIGic	EIIGic
2864	enzyme	EIIMan	EIIMan
2865	enzyme	EI	EI
2866	enzyme	HPr	HPr
2867	enzyme	folylpolyglutamate synthetase	folylpolyglutamate synthetase
2868	substrate	folate	folate
2869	enzyme	L1 protein	L1 protein
2870	microbiome	Vibrio sp. C42	Vibrio sp. C42
2871	enzyme	AlyC7	AlyC7
2872	substrate	sodium alginate	sodium alginate
2873	substrate	PM	PM
2874	substrate	PG	PG
2875	substrate	PMG	PMG
2876	enzyme	Xyn2	Xyn2
2877	enzyme	XM1	XM1
2878	enzyme	XM2	XM2
2879	substrate	hemicelluloses	hemicelluloses
2880	enzyme	formate dehydrogenase 1	formate dehydrogenase 1
2881	enzyme	pyruvate carboxy kinase	pyruvate carboxy kinase
2882	enzyme	PhaP	PhaP
2883	enzyme	ribulose-1,5-bisphosphate carboxylase	ribulose-1,5-bisphosphate carboxylase
2884	enzyme	phosphoribulokinase	phosphoribulokinase
2885	substrate	ribulose-5-phosphate	ribulose-5-phosphate
2886	microbiome	Streptomyces sp. BV410	Streptomyces sp. BV410
2887	enzyme	staurosporine	staurosporine
2888	enzyme	type 1 pili	type 1 pili
2889	enzyme	curli	curli
2890	enzyme	aerobactin	aerobactin
2891	enzyme	D1.3 anti-lysozyme Fab	D1.3 anti-lysozyme Fab
2892	enzyme	guanosine-inosine kinase	guanosine-inosine kinase
2893	enzyme	GMP reductase	GMP reductase
2894	substrate	GMP	GMP
2895	enzyme	ethyl caprylate	ethyl caprylate
2896	enzyme	ethyl caproate	ethyl caproate
2897	enzyme	diethyl succinate	diethyl succinate
2898	enzyme	ethyl propionate	ethyl propionate
2899	enzyme	hexyl acetate	hexyl acetate
2900	enzyme	phenethyl acetate	phenethyl acetate
2901	enzyme	decyl alcohol	decyl alcohol
2902	enzyme	2,4-di-tertbutyl phenol	2,4-di-tertbutyl phenol
2903	microbiome	Bacillus halodurans	Bacillus halodurans
2904	enzyme	putrescine:2-oxoglutaric acid aminotransferase	putrescine:2-oxoglutaric acid aminotransferase
2905	substrate	putrescine	putrescine
2906	substrate	2-oxoglutaric acid	2-oxoglutaric acid
2907	enzyme	fengycin	fengycin
2908	enzyme	bacillibactin	bacillibactin
2909	enzyme	bacilysin	bacilysin
2910	enzyme	bacillaene	bacillaene
2911	microbiome	Aspergillus terreus UV 1718	Aspergillus terreus UV 1718
2912	microbiome	Aspergillus terreus ATCC 20542	Aspergillus terreus ATCC 20542
2913	substrate	lipopolysaccharide	lipopolysaccharide
2914	enzyme	cellobiose 2-epimerase	cellobiose 2-epimerase
2915	microbiome	Cladosporium sphaerospermum	Cladosporium sphaerospermum
2916	enzyme	PKS	PKS
2917	enzyme	hIFNg	hIFNg
2918	microbiome	Bacillus cereus ZH14	Bacillus cereus ZH14
2919	enzyme	ribonuclease	ribonuclease
2920	substrate	MgSO4·7H2O	MgSO4·7H2O
2921	substrate	KNO3	KNO3
2922	enzyme	galactose dehydrogenase	galactose dehydrogenase
2923	enzyme	GCS	GCS
2924	enzyme	GS	GS
2925	enzyme	L-(+)-lactic acid	L-(+)-lactic acid
2926	microbiome	Fusarium verticillioides	Fusarium verticillioides
2927	enzyme	fumonisin B1	fumonisin B1
2928	enzyme	fumonisin B2	fumonisin B2
2929	substrate	corn	corn
2930	substrate	malt extract	malt extract
2931	microbiome	Aspergillus fumigatus ABK9	Aspergillus fumigatus ABK9
2932	microbiome	Trichoderma reesei SAP3	Trichoderma reesei SAP3
2933	enzyme	caffeic acid O-methyltransferase	caffeic acid O-methyltransferase
2934	enzyme	serotonin N-acetyltransferase	serotonin N-acetyltransferase
2935	substrate	serotonin	serotonin
2936	enzyme	ALA dehydratase	ALA dehydratase
2937	substrate	5-aminolevulinic acid	5-aminolevulinic acid
2938	substrate	levulinic acid	levulinic acid
2939	substrate	l-malic acid	l-malic acid
2940	enzyme	pantothenate-β-alanine ligase	pantothenate-β-alanine ligase
2941	enzyme	ethanolamine kinase	ethanolamine kinase
2942	enzyme	phosphatidic acid phosphatase	phosphatidic acid phosphatase
2943	enzyme	C-5 sterol desaturase	C-5 sterol desaturase
2944	substrate	pantothenate	pantothenate
2945	substrate	ethanolamine	ethanolamine
2946	substrate	phosphatidic acid	phosphatidic acid
2947	enzyme	α-1,3-fucosyltransferase	α-1,3-fucosyltransferase
2948	enzyme	FucT	FucT
2949	enzyme	FutB	FutB
2950	enzyme	Fra1	Fra1
2951	microbiome	Thermococcus strain ES-1	Thermococcus strain ES-1
2952	enzyme	formate benzyl viologen oxidoreductase	formate benzyl viologen oxidoreductase
2953	substrate	phenylacetaldehyde	phenylacetaldehyde
2954	enzyme	CYP88D6	CYP88D6
2955	enzyme	CYP72A154	CYP72A154
2956	enzyme	NADPH-cytochrome P450 reductase	NADPH-cytochrome P450 reductase
2957	enzyme	GuCYB5	GuCYB5
2958	enzyme	ERG20	ERG20
2959	enzyme	ERG1	ERG1
2960	enzyme	ERG8	ERG8
2961	enzyme	ERG19	ERG19
2962	substrate	glycyrrhizin	glycyrrhizin
2963	substrate	β-amylase	β-amylase
2964	substrate	phosphomevalonate	phosphomevalonate
2965	substrate	hydroxymethylglutaryl-CoA	hydroxymethylglutaryl-CoA
2966	substrate	mevalonate	mevalonate
2967	substrate	diphosphomevalonate	diphosphomevalonate
2968	substrate	skim milk	skim milk
2969	enzyme	serine threonine phosphatase	serine threonine phosphatase
2970	substrate	D-fructose	D-fructose
2971	enzyme	exo-polymer	exo-polymer
2972	substrate	corn steep powder	corn steep powder
2973	enzyme	Pol5	Pol5
2974	microbiome	Orpinomyces sp. GMLF18	Orpinomyces sp. GMLF18
2975	enzyme	β-(1,3-1,4)-glucanase	β-(1,3-1,4)-glucanase
2976	substrate	lichenan	lichenan
2977	enzyme	cell-wall degrading enzymes	cell-wall degrading enzymes
2978	enzyme	carbohydrate esterases	carbohydrate esterases
2979	enzyme	polysaccharide lyases	polysaccharide lyases
2980	enzyme	auxiliary activities	auxiliary activities
2981	enzyme	maltose acetyltransferase	maltose acetyltransferase
2982	enzyme	MAT-E125N	MAT-E125N
2983	substrate	puerarin	puerarin
2984	substrate	cytochrome c	cytochrome c
2985	substrate	2,6-dichloroindophenol	2,6-dichloroindophenol
2986	substrate	1,4-benzoquinone	1,4-benzoquinone
2987	enzyme	YahK	YahK
2988	enzyme	YjgB	YjgB
2989	enzyme	YqhD	YqhD
2990	substrate	butyraldehyde	butyraldehyde
2991	enzyme	biotin carboxylase	biotin carboxylase
2992	enzyme	carboxyltransferase	carboxyltransferase
2993	enzyme	acetate kinase-phosphotransacetylase	acetate kinase-phosphotransacetylase
2994	substrate	glyoxylate	glyoxylate
2995	substrate	galacturonic acid	galacturonic acid
2996	substrate	glycoside isoflavones	glycoside isoflavones
2997	substrate	superoxide radicals	superoxide radicals
2998	enzyme	amidase	amidase
2999	substrate	acetamide	acetamide
3000	enzyme	esterase YP 004875.1	esterase YP 004875.1
3001	microbiome	Pseudomonas oleovorans	Pseudomonas oleovorans
3002	enzyme	L1 lipase	L1 lipase
3003	enzyme	dihydroxyacetone reductase	dihydroxyacetone reductase
3004	substrate	2-pentanol	2-pentanol
3005	substrate	2-pentanone	2-pentanone
3006	enzyme	swollenin	swollenin
3007	enzyme	decarboxylase	decarboxylase
3008	substrate	tyramine	tyramine
